"","stat1","ifngr","factor.stat1","factor.ifngr"
"156",1910311.08959741,4950690.38305909,107989.779263766,151.012846728494
"157",3330075.87992668,3796186.32708081,188249.003611585,115.796557572244
"158",4751003.28886029,3529414.61687732,268573.950724211,107.659115666704
"159",3884162.83083642,2483982.23641656,219571.508018072,75.7698825254526
"160",1804520.82773144,5232159.25853643,102009.461665563,159.598602019665
"161",2815235.48658277,5023073.01611391,159145.1049136,153.220762519131
"162",2391400.81326013,3543661.61583057,135185.754488593,108.093697452839
"163",1713349.03572639,5825329.94773022,96855.5253526125,177.692319751959
"164",3657612.73957984,3083905.78339557,206764.64400508,94.0695853222118
"165",3045406.7868785,1642039.7730312,172156.675671444,50.0877819819602
"166",2101174.09316212,6610152.580523,118779.254201545,201.632071743025
"167",2869207.13587422,3722928.16286511,162196.119235416,113.561935111875
"168",3373313.8852865,1939600.70288569,190693.245641084,59.1643995071179
"169",1224243.43835588,2167233.47126361,69206.4132345202,66.1079709490056
"170",3866893.75865293,11594581.7924929,218595.288331477,353.67406717703
"171",2013289.99558859,4968187.45183931,113811.171071294,151.546566666817
"172",4096110.91942096,3690343.95503929,231552.921635079,112.568006265303
"173",4280961.64269095,3975178.19739954,242002.522703395,121.256416659894
"174",1120717.58425636,3379931.50414351,63354.1024809581,103.099373763027
"175",2405439.24259142,3123568.19384879,135979.346115083,95.2794233543274
"176",6100272.43988599,4474056.49678498,344848.060517178,136.473896714608
"177",2687116.29300911,3543594.24209223,151902.534052334,108.091642325324
"178",1481567.04160712,3120398.32830787,83752.9021628315,95.182731704872
"179",2186223.12772815,3262616.79632315,123587.071378232,99.5208773069168
"180",4683655.21984274,3415123.35349572,264766.768141934,104.172844519853
"181",3592626.75525122,2813666.44476297,203090.98993842,85.8263689892772
"182",3022534.84660395,7298892.85906245,170863.726164407,222.640986070354
"183",3769322.73662608,10229396.5147078,213079.603902592,312.031286239722
"184",2375527.77872193,2800382.80999412,134288.452732162,85.4211730779737
"185",2116088.67227793,3564304.58482672,119622.374526448,108.723378016928
"186",2239921.74947862,4687233.16755446,126622.651468396,142.97650815223
"187",3065280.14526982,3005858.58454765,173280.115511999,91.6888810637632
"188",3586749.71241424,5344946.2069673,202758.761034895,163.038986458702
"189",2374735.96069216,8667898.72794027,134243.691303137,264.400307993352
"190",4676258.22635997,3521118.01105139,264348.616513244,107.406041051446
"191",2571600.05985543,3481907.16594612,145372.407840129,106.209977293906
"192",3298654.19901852,6478585.75531469,186472.737743765,197.618837371164
"193",4085543.61943684,3270622.9345618,230955.55275683,99.7650916756556
"194",2332132.83413183,5771295.0174083,131835.338936735,176.04407112009
"195",2199973.32927764,3561952.22898111,124364.369504306,108.651623185727
"196",1771917.91838554,12568041.6886905,100166.421020093,383.367895456791
"197",1325219.69093633,4169833.41916649,74914.595156525,127.194061088272
"198",2865438.44438595,5596114.4701608,161983.075315948,170.700470312043
